file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
鮮血失色 (3) [Guardian][event],,鮮血失色,,Guardian,None,None,1,3,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術. 勇氣.,"作為打出鮮血失色的額外費用，受到最多3點傷害。
<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>。支付本卡牌費用時你每受到1點傷害，這次攻擊中你+1<wil>並造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04266.png,1.25,0,118,Ryohei Hase,TheForgottenAge,266
最後的槍擊 [Rogue][event],,最後的槍擊,,Rogue,None,None,2,0,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",策略. 定命.,對你所在地點的1個敵人造成1點傷害。如果本效果擊敗該敵人，抽取1張卡牌。如果此時是你的回合，則結束你的回合。此行動不會引起趁亂攻擊。,"
兩發子彈擊穿了這個生物的頭顱。然後又是一發，砰。繼續，砰。再來，砰。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04269.png,1.25,0,118,Jorge Matar,TheForgottenAge,269
將就一下 [Survivor][event],,將就一下,,Survivor,None,None,1,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",策略. 臨時製品.,"你可以從你棄牌堆打出將就一下。如果你這麼做，結算效果後將其洗回你的牌堆。
<b>調查</b>。這次調查中，你所在地點隱藏值-1。(如果你從你的棄牌堆打出將就一下，並且調查成功，發現1個額外的線索。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04272.png,1.25,0,118,Borja Pindado,TheForgottenAge,272
肝膽相照 [Guardian][event],,肝膽相照,,Guardian,None,None,1,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",升級.,"快速。只能在你的回合中打出。
疊加到你控制的一張<b><i>盟友</i></b>支援卡。
被疊加的支援卡生命值+1，神智值+1。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04019.png,1.25,0,118,Anders Finer,TheForgottenAge,19
值得信賴 (1) [Guardian][event],,值得信賴,,Guardian,None,None,1,1,None,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",升級.,"快速。只能在你的回合中打出。
疊加到你控制的一張<b><i>道具</i></b>支援卡。
結算被疊加的支援卡上的觸發能力時，你每項技能+1。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04020.png,1.25,0,118,Terry Pavlet,TheForgottenAge,20
發掘古物 [Seeker][event],,發掘古物,,Seeker,None,None,1,0,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察.,<b>調查</b>。選擇你手牌中的1張<see>支援卡。本次技能檢定難度等於所選支援卡上打印的費用。如果成功，不發現線索，改為將該支援卡放置入場。如果該支援卡帶有<b><i>遺物</i></b>屬性，抽取1張卡牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04024.png,1.25,0,118,Lindsey Messecar,TheForgottenAge,24
竊聽 [Rogue][event],,竊聽,,Rogue,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察. 技巧.,選擇你所在地點的一名未處於交戰狀態的敵人。檢定<int>(X)，X為所選敵人的躲避值。如果你成功，你發現所在地點的2個線索。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04027.png,1.25,0,118,John Pacer,TheForgottenAge,27
交給你了！ [Rogue][event],,"""交給你了！""",,Rogue,None,None,0,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",技巧.,"快速。在你抽取1張非禍害遭遇卡後，結算該卡牌效果前打出。
選擇另一位調查員。改為視為該調查員抽取了該遭遇卡。獲得1資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04028.png,1.25,0,118,Borja Pindado,TheForgottenAge,28
黑暗預言 [Mystic][event],,黑暗預言,,Mystic,None,None,1,0,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",預言.,"快速。在你將要抽出混亂標記時打出。
改為抽出5個混亂標記，而不是1個。從這些標記中選擇1個<sku>、<cul>、<tab>、<mon>或<ten>標記來結算，忽略其餘標記。(如果沒有抽出上述標記，從這些標記中選擇任意1個標記來結算，忽略其餘標記。)","
真相就寫在星辰之間。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04032.png,1.25,0,118,Alice Duke,TheForgottenAge,32
臨時武器 [Survivor][event],,臨時武器,,Survivor,None,None,1,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",策略. 臨時製品.,"你可以從棄牌堆打出臨時武器。如果你這麼做，結算效果後將其洗回你的牌堆。
<b>攻擊</b>。這次攻擊中，受到攻擊的敵人-1攻擊。(如果你從棄牌堆打出了臨時武器，這次攻擊造成+1傷害。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04033.png,1.25,0,118,Borja Pindado,TheForgottenAge,33
狗屎運 [Survivor][event],,狗屎運,,Survivor,None,None,2,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",幸運.,"快速。躲避嘗試一個非<b><i>精英</i></b>敵人期間，在你失敗且低於難度2點以內後打出。
將該敵人放到遭遇牌堆頂。","
傻人有傻福。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04034.png,1.25,0,118,Stanislav Dikolenko,TheForgottenAge,34
犯罪現場 [Guardian][event],,犯罪現場,,Guardian,None,None,2,0,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察. 果斷.,"只可作為你的第一個行動打出。
發現你所在地點的1個線索(如果該地點有敵人，改為發現2個線索)。此行動不會引起趁亂攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04103.png,1.25,0,118,Andreia Ugrai,TheForgottenAge,103
槍法如神 (1) [Guardian][event],,槍法如神,,Guardian,None,None,2,1,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",策略.,"快速。在你啟動一張<b><i>槍械</i></b>或<b><i>遠程</i></b>支援卡的<b>攻擊</b>能力時打出。
這次攻擊可以選擇一個連接地點上的一個敵人作為目標。這次攻擊忽略冷漠和反擊關鍵詞。如果這次攻擊的目標未與你交戰，且你攻擊成功，這次攻擊造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04104.png,1.25,0,118,Alexander Kozachenko,TheForgottenAge,104
勸服 [Seeker][event],,勸服,,Seeker,None,None,2,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察. 技巧.,<b>談判</b>。選擇你所在地點的一個非弱點的<b><i>類人</i></b>敵人，檢定<int>(3)。這次檢定難度+X，X為該敵人的恐懼值。如果你成功，將所選的敵人洗回遭遇牌堆。如果所選的敵人為<b><i>精英</i></b>，改為自動躲避它。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04105.png,1.25,0,118,Rafał Hrynkiewicz,TheForgottenAge,105
反擊法術 (2) [Mystic][event],,反擊法術,,Mystic,None,None,2,2,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術. 祝福.,"快速。在你所在地點的技能檢定期間抽出<sku>、<cul>、<tab>或<mon>混亂標記時打出。
取消該混亂標記。<i>(不要再抽1個混亂標記來替代。)</i>","
""有我在，不用擔心。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04110.png,1.25,0,118,Matthew Cowdery,TheForgottenAge,110
堅韌不拔 [Survivor][event],,堅韌不拔,,Survivor,None,None,2,0,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",勇氣.,"快速。在你將被分配傷害和/或恐懼，且其數值足夠擊敗你時打出。
取消該傷害和/或恐懼中的最多4點。","
她只需要一雙長滿繭子的手，還有一顆堅定的心。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04111.png,1.25,0,118,Dual Brush Studios,TheForgottenAge,111
耀燦一擊 (1) [Guardian][event],,耀燦一擊,,Guardian,None,None,1,1,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 勇氣. 祝福.,<b>攻擊</b>。這次攻擊你可以不使用<com>，改為使用<wil>。在你發動這次攻擊時，在混亂袋中查找最多3個<ble>標記，並將其封印在此。耀燦一擊上每有一個封印的<ble>標記，這次攻擊你+1技能值並造成+1傷害。如果這次攻擊擊敗被攻擊的敵人，將封印的標記返回供應堆。否則，將其釋放。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07153.png,1.25,0,118,Imad Awan,TheInnsmouthConspiracy,153
真相的呼喚 [Seeker][event],,真相的呼喚,,Seeker,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",洞察.,"只能在你未與敵人交戰時打出。
<b>移動</b>。選擇一個未揭示地點。朝向該地點最短的路徑移動(一次一個地點)，直到你進入該地點。如果你翻開了地點，或與敵人交戰，或你的移動被阻擋，結束此效果。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07154.png,1.25,0,118,Greg Bobrowski,TheInnsmouthConspiracy,154
沃科施的凝視 (2) [Seeker][event],,沃科施的凝視,,Seeker,None,None,2,2,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 詛咒縈繞.,從混亂袋隨機抽出7個。對你所在地點的敵人造成總計為1+抽出的<cur>和<ten>標記數量的傷害。這個行動不會引起趁亂攻擊。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07155.png,1.25,0,118,Romana Kendelic,TheInnsmouthConspiracy,155
密切監視 (1) [Rogue][event],,密切監視,,Rogue,None,None,3,1,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",策略. 陷阱.,"疊加到你所在地點。每個地點限制1張。
<b>強制</b> - 在一名非<b><i>精英</i></b>敵人進入疊加地點後，丟棄密切監視：自動躲避該敵人並在疊加地點發現1個線索。該敵人在下一個補給階段中不準備。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07157.png,1.25,0,118,Alexandr Elichev,TheInnsmouthConspiracy,157
蝴蝶效應 (1) [Survivor][event],,蝴蝶效應,,Survivor,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",悖論. 祝福. 詛咒縈繞.,"快速。在你所在地點的技能檢定中抽出帶有符號的混亂標記時打出<i>(在結算其效果之前)</i>。
你或執行檢定的調查員可投入一張卡牌到這次技能檢定，或將其投入到這次檢定的一張卡牌返回其手牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07160.png,1.25,0,118,Adam S. Doyle,TheInnsmouthConspiracy,160
事不過三 (2) [Survivor][event],,事不過三,,Survivor,None,None,1,2,None,None,None,None,Agility,Combat,Willpower,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",勇氣.,"快速。在你所在地點技能檢定開始時打出。
這次檢定中兩次，在調查員抽出混亂標記時，可以將其取消，返回混亂袋，並抽出一個新的混亂標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07161.png,1.25,0,118,Matt Stawicki,TheInnsmouthConspiracy,161
操縱命運 (2) [Neutral][event],,操縱命運,,Neutral,None,None,1,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術.,"從混亂袋抽出標記，直到你抽出一個<cur>、<ten>、<ble>或<eld>標記。如果你抽出……
<bul> ...…<cur>或<ten>標記，對你所在地點一名敵人造成2點傷害。
<bul> ...…<ble>或<eld>標記，治癒你所在地點一位調查員或<b><i>盟友</i></b>支援卡2點傷害。
這個行動不會引起趁亂攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07162.png,1.25,0,118,Imad Awan,TheInnsmouthConspiracy,162
狂怒畸變 (1) [Rogue][event],,狂怒畸變,,Rogue,None,None,0,1,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 勇氣. 詛咒縈繞.,<b>攻擊</b>。在你發動這次攻擊時，加入最多3個<cur>標記到混亂袋。每以此方式加入1個<cur>標記到混亂袋，你這次攻擊+1<com>並造成+1傷害。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07193.png,1.25,0,118,Jorge Ramos Márquez,TheInnsmouthConspiracy,193
正義獵殺 (1) [Guardian][event],,正義獵殺,,Guardian,None,None,1,1,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",策略. 祝福.,<b>交戰</b>。選擇一名最多2個連接地點遠的敵人。移動(一次一個地點)到該敵人的地點，與其交戰，並加入等於該敵人的恐懼值數量的<ble>標記到混亂袋。,"
麗塔眼睛瞇起，手上攥緊。牠們逃不掉了。這次一定。不會失手。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07109.png,1.25,0,118,Alexandr Elichev,TheInnsmouthConspiracy,109
掀起麻煩 (1) [Seeker][event],,掀起麻煩,,Seeker,None,None,0,1,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",洞察. 詛咒縈繞.,"作為打出掀起麻煩的額外費用，加入數量等於你所在地點隱藏值的<cur>標記到混亂袋。
發現你所在地點的2個線索。","
要是你追蹤線索，很難說你在另一頭究竟會找到什麼。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07112.png,1.25,0,118,Winona Nelson,TheInnsmouthConspiracy,112
破門而入 [Rogue][event],,破門而入,,Rogue,None,None,2,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",技巧.,<b>調查</b>。將你的<agi>值加入你這次調查的技能值。如果你成功且超過難度至少2點，你可以自動躲避此地點的一名敵人。這個行動不會引起趁亂攻擊。,"
要是你小心點，這就只是一次""進入""。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07114.png,1.25,0,118,Lake Hurwitz,TheInnsmouthConspiracy,114
聖潔 (3) [Guardian][event],,聖潔,,Guardian,None,None,3,3,None,None,None,None,Willpower,Wild,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 祝福.,"作為打出聖潔的額外費用，將混亂袋內或封印在場上卡牌上的總計10個<ble>標記返回供應堆。
移除場上任一卡牌上的1個毀滅標記。","
黑暗至深之處，光明仍會綻放。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07301.png,1.25,0,118,Romana Kendelic,TheInnsmouthConspiracy,301
均衡儀式 (5) [Mystic][event],,均衡儀式,,Mystic,None,None,0,5,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 祝福. 詛咒縈繞.,"選擇以下一項：
<bul> 加入X個<cur>標記到混亂袋，來加入X個<ble>標記到混亂袋。
<bul> 從混亂袋移除X個<cur>和X個<ble>標記，來治癒你所在地點卡牌的總計X點恐懼。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07308.png,1.25,0,118,Adam S. Doyle,TheInnsmouthConspiracy,308
命運三女神的祭壇 (3) [Survivor][event],1,命運三女神的祭壇,,Survivor,None,None,1,3,None,None,None,None,Agility,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",幸運. 祝福. 詛咒縈繞.,"疊加到你所在地點。使用(3貢品)。
疊加地點獲得：""<fre>抽取遭遇牌堆頂部的卡牌，消耗命運三女神的祭壇，並花費1貢品：從你的棄牌堆將最多2張等級總計5以下的卡牌返回你的手牌。位於該地點的所有調查員均可觸發此能力。<i>(FAQ, v2.0)</i>""
<b>卡牌由命運三女神於阿卡姆之夜2019設計。</b>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07310.png,1.25,0,118,Alexander Chelyshev,TheInnsmouthConspiracy,310
恢復和諧 (2) [Survivor][event],,恢復和諧,,Survivor,None,None,3,2,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",幸運. 祝福.,在混亂袋中查找X個<cur>標記，並將其返回供應堆。X為混亂袋內<ble>標記的數量。每以此方式移除一個<cur>標記，獲得1資源。,"
糾葛的命運之線亦可解開，即便只是片刻。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07230.png,1.25,0,118,Adam S. Doyle,TheInnsmouthConspiracy,230
附魔武器 (3) [Guardian][event],,附魔武器,,Guardian,None,None,3,3,None,None,None,None,Combat,Willpower,Willpower,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 升級.,"疊加到你所在地點調查員控制的一張<b><i>武器</i></b>支援卡。每張支援卡限制一張。
疊加支援卡獲得<b><i>遺物</i></b>關鍵詞，並且額外佔用一個法術槽位。
<rea>在你使用疊加支援卡執行<b>攻擊</b>行動時，消耗此卡牌：這次攻擊將此卡牌所有者的<wil>加入你的<com>。這次攻擊造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07261.png,1.25,0,118,Sarah Lindstrom,TheInnsmouthConspiracy,261
幽暗之眼 (3) [Seeker][event],,幽暗之眼,,Seeker,None,None,10,3,None,None,None,None,Willpower,Willpower,Willpower,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",洞察. 詛咒縈繞.,"快速。只能在你的回合中打出。
混亂袋內每有一個<cur>標記，打出幽暗之眼的費用減1。
直到本輪結束，你的每項技能+3。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07263.png,1.25,0,118,Sara Biddle,TheInnsmouthConspiracy,263
警戒和平 (3) [Survivor][event],,警戒和平,,Survivor,None,None,1,3,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",勇氣. 祝福.,"作為打出警戒和平的額外費用，在混亂袋和/或場上的卡牌中查找總共5個<ble>標記，並將其返回供應堆。
快速。在神話階段的""抽取遭遇卡""步驟(步驟1.4)將要開始時打出。跳過神話階段的此步驟。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07269.png,1.25,0,118,Romana Kendelic,TheInnsmouthConspiracy,269
命運之手 [Guardian][event],,命運之手,,Guardian,None,None,3,0,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 祝福.,"快速。在一名敵人攻擊你所在地點一位調查員時打出。
取消該次攻擊。然後，加入數量等同於該攻擊敵人的傷害值和恐懼值總和的<ble>標記到混亂袋。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07020.png,1.25,0,118,Jon Bosco,TheInnsmouthConspiracy,20
深沉知識 [Seeker][event],,深沉知識,,Seeker,None,None,0,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",洞察. 詛咒縈繞.,"作為打出深沉知識的額外費用，加入2個<cur>標記到混亂袋。
你所在地點的調查員抽取總計3張卡牌<i>(由你決定每位調查員各抽取幾張卡牌)</i>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07023.png,1.25,0,118,Michael Komarck,TheInnsmouthConspiracy,23
浮士德的交易 [Rogue][event],,浮士德的交易,,Rogue,None,None,0,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",契約. 詛咒縈繞.,"作為打出浮士德的交易的額外費用，加入2個<cur>標記到混亂袋。
你所在地點的調查員獲得總計5資源，由你自行分配。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07028.png,1.25,0,118,Felicia Cano,TheInnsmouthConspiracy,28
命運之潮 [Mystic][event],,命運之潮,,Mystic,None,None,1,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 祝福.,"快速。在任何<fre>玩家時間段中，或當一輪開始時打出。
將混亂袋內所有的<cur>標記替換為相同數量的<ble>標記。當該輪結束時，將混亂袋內所有的<ble>標記替換為相同數量的<cur>標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07030.png,1.25,0,118,Alexandr Elichev,TheInnsmouthConspiracy,30
光輝結界 [Mystic][event],,光輝結界,,Mystic,None,None,0,0,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",洞察. 祝福.,"快速。你所在地點一位調查員在抽取一張非弱點詭計卡時打出。
從混亂袋隨機抽出5個混亂標記。
如果抽初<ble>或<eld>標記，取消該詭計卡的顯現效果。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07031.png,1.25,0,118,Torstein Nordstrand,TheInnsmouthConspiracy,31
堅守信念 [Survivor][event],,堅守信念,,Survivor,None,None,2,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",幸運. 祝福.,"快速。在任何<fre>玩家時間段中打出。
加入4個<ble>標記到混亂袋。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07034.png,1.25,0,118,Roberto Campus,TheInnsmouthConspiracy,34
人定勝天 [Neutral][event],,人定勝天,,Neutral,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",幸運. 祝福. 詛咒縈繞.,"快速。在任何<fre>玩家時間段中打出。
加入3個<cur>標記到混亂袋。然後，加入3個<ble>標記到混亂袋並抽取1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07037.png,1.25,0,118,Diana Martínez,TheInnsmouthConspiracy,37
火器改良 [Guardian][event],,火器改良,,Guardian,None,None,3,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",升級. 供給.,"特製。
疊加到你控制的一張<b><i>槍械</i></b>支援卡。每張支援卡限制1張。
<rea>在疊加支援卡的攻擊中抽出一個非<ten>混亂標記時，消耗火器改良：取消該標記，將其返回混亂袋，並抽出一個新的標記。","
就像老朋友一樣可靠。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09023.png,1.25,0,118,Mauro Dal Bo,TheScarletKeysInv,23
絆腳索 [Guardian][event],,絆腳索,,Guardian,None,None,1,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",策略.,"<b>躲避</b>。不使用<agi>，改為使用<com>嘗試躲避。如果你成功且該敵人非<b><i>精英</i></b>，疊加絆腳索到該敵人。
被疊加的敵人-1躲避值。
<b>強制</b>-在被疊加的敵人移動後：將其消耗。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09025.png,1.25,0,118,Rob Laskey,TheScarletKeysInv,25
突破門扉 [Guardian][event],,突破門扉,,Guardian,None,None,2,0,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察. 策略. 警察.,"檢定<com>(1)。如果你成功，疊加突破門扉到你所在地點，並且你每成功且超過難度1點就在其上放置1資源，作為導引。
突破門扉上每有1導引，疊加地點隱藏值降低1點。","
""讓我看看！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09026.png,1.25,0,118,Caravan Studio,TheScarletKeysInv,26
慘烈重傷 [Guardian][event],,慘烈重傷,,Guardian,None,None,1,0,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",策略.,"快速。在你使用<b><i>近戰</i></b>支援卡攻擊非<b><i>精英</i></b>敵人成功後打出。
疊加慘烈重傷到被攻擊的敵人。
<b>強制</b>-當一輪結束時：對疊加敵人造成1點傷害。","
這可是會很痛的。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09027.png,1.25,0,118,Pixoloid Studios,TheScarletKeysInv,27
勵志演說 [Guardian][event],,勵志演說,,Guardian,None,None,0,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",勇氣.,<b>談判</b>。選擇你所在地點的一位調查員。該調查員可以從他手牌打出一張<b><i>盟友</i></b>支援卡，其費用降低3點。,"
""你覺得他們會對這個說辭買單？""
""他們當然不會懷疑這個世界正在終結，凱恩先生。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09028.png,1.25,0,118,Isuardi Therianto,TheScarletKeysInv,28
最後通牒 [Guardian][event],,最後通牒,,Guardian,None,None,1,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",幸運. 策略.,"快速。當花費掉你控制的一張<b><i>槍械</i></b>支援卡上最後一發子彈的攻擊或效果結束時打出。
增加1子彈到該支援卡上。本輪你用該支援卡的下次攻擊+3技能值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09029.png,1.25,0,118,Rob Laskey,TheScarletKeysInv,29
最壞的打算 (2) [Guardian][event],,最壞的打算,,Guardian,None,None,0,2,None,None,None,None,Agility,Combat,Intellect,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",策略.,選擇你所在地點的一位調查員。該調查員在他的牌堆頂部9張卡牌中查找一張<b><i>武器</i></b>支援卡，並將其加入他的手牌或打出<i>(支付其資源費用)</i>，並混洗他的牌堆。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09036.png,1.25,0,118,Robert Laskey,TheScarletKeysInv,36
時刻警惕 (4) [Guardian][event],,時刻警惕,,Guardian,None,None,0,4,None,None,None,None,Intellect,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",策略.,每次一張，你所在地點的調查員們作為一個團隊，可以打出他們手牌中總計最多4張支援卡，每張資源費用降低1點。,"
不得不說，洛根這傢伙對世界末日真的留了一手。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09039.png,1.25,0,118,Mauro Dal Bo,TheScarletKeysInv,39
鴉羽筆 [Seeker][event],1,鴉羽筆,,Seeker,None,None,3,0,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",道具. 遺物. 升級.,"特製。在你購買鴉羽筆時，指定一張<b><i>書籍</i></b>或<b><i>法術</i></b>支援卡，並記錄該名稱在鴉羽筆的升級卡上。
疊加到你控制的指定支援卡。
<rea>在你撤退或遊戲結束時：選擇勾選一個鴉羽筆的升級卡上的勾選框，或在下場冒險前將升級疊加支援卡的經驗值費用降低1點。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09042.png,1.25,0,118,Ethan Patrick Harris,TheScarletKeysInv,42
詭異的診斷 [Seeker][event],,詭異的診斷,,Seeker,None,None,0,0,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察. 科學.,"將你的1個線索放置在你所在地點上。
然後，治癒你所在地點的一位調查員或一張<b><i>盟友</i></b>支援卡3點傷害。","
非常疾病需要非常療法。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09046.png,1.25,0,118,Darek Zabrocki,TheScarletKeysInv,46
爆炸性發現 [Seeker][event],,爆炸性發現,,Seeker,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",洞察.,在你的牌堆頂部查找6張卡牌。你可以將你的最多3個線索放置在你所在地點上。每以此方式放置1個線索，選擇2張查找的卡牌並加入你的手牌。混洗你的牌堆。,"
""你不知道這代表什麼嗎？你何不先冷靜坐下來解釋給我聽？""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09047.png,1.25,0,118,Stephen Somers,TheScarletKeysInv,47
