file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
古舊銹劍 (5) [Neutral][asset],,古舊銹劍,,Neutral,None,None,5,5,1 Hand,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物. 武器. 近戰.,"<act>如果古舊銹劍已準備：<b>攻擊</b>。這次攻擊中你+2<com>並造成+1傷害。
<act>消耗古舊銹劍：<b>攻擊</b>。這次攻擊中將你的<wil>加入你的技能值。這次攻擊造成+3傷害。如果這次攻擊擊敗<b><i>精英</i></b>敵人，抽取3張卡牌。(每場遊戲最多一次。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04276.png,1.25,0,90,Andreas Zafiratos,TheForgottenAge,276
求生匕首 [Guardian][asset],,求生匕首,,Guardian,None,None,2,0,1 Hand,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 武器. 近戰.,"<act>：<b>攻擊</b>。這次攻擊中你+1<com>。
<rea>在一個敵人在敵軍階段攻擊你並對你造成傷害後，消耗求生匕首：<b>攻擊</b>。這次攻擊將剛剛發動攻擊的敵人作為目標。這次攻擊中你+2<com>並造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04017.png,1.25,0,90,Robert Laskey,TheForgottenAge,17
冒險家 [Guardian][asset],,冒險家,,Guardian,None,None,4,0,Ally,None,2,2,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",盟友. 旅人.,"使用(3補給)。
<fre>花費1補給並消耗冒險家：將1補給或子彈放在你所在地點的一位調查員控制的一張支援卡上。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04018.png,1.25,0,90,Dleoblack,TheForgottenAge,18
愛麗·霍洛維茲博士 [Seeker][asset],1,愛麗·霍洛維茲博士,館長助理,Seeker,None,None,3,0,Ally,None,1,2,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",盟友. 助理.,"<rea>在愛麗·霍洛維茲博士入場後：從你牌堆頂部9張卡牌中查找一張<b><i>遺物</i></b>支援卡並將該卡疊加到愛麗·霍洛維茲博士。混洗你的牌堆。
疊加到愛麗·霍洛維茲博士的<b><i>遺物</i></b>支援卡不佔用任何槽位<i>(仍視為在場並由你控制)</i>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04021.png,1.25,0,90,Adam Lane,TheForgottenAge,21
古代巨石 (1) [Seeker][asset],,古代巨石,未鑒定,Seeker,None,None,1,1,1 Hand,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物.,"<act>：<b>調查</b>。這次調查中，你所在地點隱藏值+3。如果成功，額外發現你所在地點的1個線索，丟棄古代巨石，並在冒險日誌中記錄下""你鑒定了古代巨石""。在記下的文字旁邊將本次技能檢定的難度記在括號內。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04022.png,1.25,0,90,Greg Bobrowski,TheForgottenAge,22
埃茲特里之牙 [Seeker][asset],,埃茲特里之牙,致命警醒,Seeker,None,None,3,0,Accessory,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物.,"結算詭計卡上的能力時，你獲得+1<wil>和+1<agi>。
<rea>在你結算詭計卡上的能力時技能檢定成功後，消耗埃茲特里之牙：抽取1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04023.png,1.25,0,90,Andreia Ugrai,TheForgottenAge,23
尋寶獵人 (1) [Rogue][asset],,尋寶獵人,,Rogue,None,None,1,1,Ally,None,2,2,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",盟友. 旅人.,"你獲得+1<int>。
<b>強制</b> - 當補給階段結束時：你必須支付1資源或丟棄尋寶獵人。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04025.png,1.25,0,90,Nicole Cardiff,TheForgottenAge,25
彩飾骷髏 [Rogue][asset],,彩飾骷髏,不祥之物招致厄運,Rogue,None,None,0,0,Accessory,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物. 詛咒縈繞.,"使用(0充能)。
<rea>在你所在地點有調查員、<b><i>盟友</i></b>支援卡或敵人被擊敗後：將1資源<i>(從供應堆拿取)</i>放到彩飾骷髏上，視為充能。
<act>花費1充能：抽取1張卡牌並獲得1資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04026.png,1.25,0,90,A.L. Ashbaugh,TheForgottenAge,26
拉萊耶迷霧 [Mystic][asset],,拉萊耶迷霧,,Mystic,None,None,2,0,1 Arcane,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術.,"使用(4充能)。
<act>花費1充能：<b>躲避</b>。這次躲避嘗試不使用<agi>，改為使用<wil>。如果你成功，在躲避所選敵人後，你可以移動到一個連接地點。如果在本次躲避嘗試期間抽出<sku>、<cul>、<tab>、<mon>或<ten>符號，從你手牌中選擇並丟棄一張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04029.png,1.25,0,90,Justin Adams,TheForgottenAge,29
鑽地魔蟲之石 [Mystic][asset],1,鑽地魔蟲之石,幽暗的路標,Mystic,None,None,3,0,1 Hand,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物. 詛咒縈繞.,"封印(<sku>、<cul>、<tab>或<mon>)。
<b>強制</b> - 在你在技能檢定中抽出<ten>標記後：將鑽地魔蟲之石返回手牌。","
它的留存必定基於某種目的。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04030.png,1.25,0,90,Matt Zeilinger,TheForgottenAge,30
保護咒語 (1) [Mystic][asset],,保護咒語,,Mystic,None,None,1,1,1 Arcane,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",儀式. 祝福.,"團隊限制2張保護咒語在場。
封印(除了<ten>以外的任何標記)。
<b>強制</b> - 當你回合結束時：你必須花費1資源或丟棄保護咒語。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04031.png,1.25,0,90,Lukasz Jaskolski,TheForgottenAge,31
雅沃托 (1) [Survivor][asset],1,雅沃托,埃茲特里失落之子,Survivor,None,None,3,1,Ally,None,2,2,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",盟友. 旅人.,"<fre>消耗雅沃托：在技能檢定中，你每項技能獲得加成，加成的點數等於你棄牌堆頂上的1張卡牌的對應技能圖標數(<wild>圖標不計算在內)。
<fre>：丟棄你牌堆頂部的1張卡牌。(每階段限制1次。)<i>(FAQ v1.4)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04035.png,1.25,0,90,Daniel Dulitzky,TheForgottenAge,35
背包 [Neutral][asset],,背包,,Neutral,None,None,2,0,Body,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具.,"<rea>在背包入場後：在你牌堆頂部6張卡牌中查找最多3張非弱點的<b><i>道具</i></b>或<b><i>供給</i></b>卡牌，並將這些卡牌面朝下疊加到背包。混洗你的牌堆。
可以打出疊加到背包的卡牌，如同這些卡牌在你的手牌中。如果沒有卡牌疊加到背包，則將其丟棄。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04037.png,1.25,0,90,Adam Lane,TheForgottenAge,37
老練分析 [Seeker][asset],,老練分析,,Seeker,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",才能.,"永久。每副牌組限制1張。
每當你升級帶有<i>(未鑒定)</i>或<i>(未翻譯)</i>副標題的卡牌時，你可以多升級1張該卡牌，而不用花費經驗值。如果你這麼做，從可用選項中隨機選擇該卡牌的2張升級版本。<i>(你仍須滿足牌組構建的所有要求。)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04106.png,1.25,0,90,Tiziano Baracchi,TheForgottenAge,106
幸運煙盒 [Rogue][asset],,幸運煙盒,,Rogue,None,None,2,0,Accessory,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 守護.,<rea>在你技能檢定成功且超過難度至少2點後，消耗幸運煙盒：抽取1張卡牌。,"
""其實沒那麼幸運，只是想抽根煙。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04107.png,1.25,0,90,Dual Brush Studios,TheForgottenAge,107
銷贓販子 (1) [Rogue][asset],,銷贓販子,,Rogue,None,None,3,1,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",人脈. 違法.,<rea>在你在你回合中打出<b><i>違法</i></b>卡牌時，消耗銷贓販子：該<b><i>違法</i></b>卡牌獲得快速。如果該卡牌本身即為快速，改為將其費用減少1點。,"
""別擔心，我認識一個人。""<cite>里奧·德·盧卡</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04108.png,1.25,0,90,Alexandre Dainche,TheForgottenAge,108
奧術研究 [Mystic][asset],,奧術研究,,Mystic,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",才能.,"永久。
在你購買奧術研究時，受到1點精神創傷。
在一個劇本的每場冒險結束後，在下一場冒險之前，你升級的第一張<b><i>法術</i></b>卡牌經驗值費用減少1點。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04109.png,1.25,0,90,Dimitri Bielak,TheForgottenAge,109
銳利目光 [Guardian][asset],,銳利目光,,Guardian,None,None,2,0,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",才能.,"<fre>花費2資源：你獲得+1<int>直到本階段結束。
<fre>花費2資源：你獲得+1<com>直到本階段結束。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07152.png,1.25,0,90,Bryce Cook,TheInnsmouthConspiracy,152
雙面神父 (1) [Rogue][asset],,雙面神父,,Rogue,None,None,1,1,Ally,None,2,2,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",盟友. 祝福. 詛咒縈繞.,"<rea>在雙面神父入場後：加入3個<ble>標記到混亂袋。
<b>強制</b> - 當結束補給階段時：你必須加入1個<cur>標記到混亂袋或丟棄雙面神父。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07156.png,1.25,0,90,Henning Ludvigsen,TheInnsmouthConspiracy,156
鮮血盟約 [Mystic][asset],,鮮血盟約,,Mystic,None,None,2,0,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 契約.,"<fre>增加1個毀滅標記到鮮血盟約：這次技能檢定你+2<wil>。(每次檢定限制一次。)
<fre>增加1個毀滅標記到鮮血盟約：這次技能檢定你+2<com>。(每次檢定限制一次。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07158.png,1.25,0,90,Shane Watson,TheInnsmouthConspiracy,158
深淵典籍 (2) [Mystic][asset],,深淵典籍,,Mystic,None,None,2,2,1 Hand,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 書籍.,<act>消耗深淵典籍：<b>攻擊</b>。這次攻擊你可以不使用<com>，改為使用<int>或<wil>。在你發動這次攻擊時，你可以在深淵典籍上放置1個毀滅標記(深淵典籍上最多3個)。深淵典籍每有一個毀滅標記，這次攻擊你+1技能值並造成+1傷害。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07159.png,1.25,0,90,Dimitri Bielak,TheInnsmouthConspiracy,159
附魔護甲 (2) [Guardian][asset],,附魔護甲,,Guardian,None,None,1,2,Body,1 Arcane,*,*,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",儀式. 護甲.,"打出附魔護甲，置於你所在地點任意調查員控制之下。
<b>強制</b> - 在放置傷害和/或恐懼到附魔護甲上後：附魔護甲檢定的所有者檢定<wil>(X)，其中X為附魔護甲上的傷害和恐懼的總量。如果檢定失敗，丟棄附魔護甲並將剛剛放置在其上的傷害和/或恐懼分配到別處。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07189.png,1.25,0,90,Imad Awan,TheInnsmouthConspiracy,189
伊西斯的祝福 (3) [Guardian][asset],,伊西斯的祝福,,Guardian,None,None,2,3,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",儀式. 祝福.,<rea>在你所在地點的單次技能檢定中抽出第二個<ble>標記時，消耗伊西斯的祝福：取消該標記，並改為將其視為如同<eld>標記。在這次檢定結束後，將這兩個標記都放回混亂袋。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07190.png,1.25,0,90,Sebastian Luca,TheInnsmouthConspiracy,190
神秘魔法書 (4) [Seeker][asset],,神秘魔法書,古老兆始之書,Seeker,None,None,3,4,1 Hand,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 書籍. 詛咒縈繞.,"研究。<i>(FAQ, v2.0)</i>
<rea>：你在技能檢定中結算至少1個<cur>標記後：在神秘魔法書上放置同等數量的秘密。
<rea>在你的回合打出一張<b><i>洞察</i></b>事件卡時，花費2秘密：該事件卡獲得快速。其費用減1。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07191.png,1.25,0,90,Alexandr Elichev,TheInnsmouthConspiracy,191
神秘魔法書 (4) [Seeker][asset][古老守衛之書],,神秘魔法書,古老守衛之書,Seeker,None,None,3,4,1 Hand,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 書籍. 祝福.,"研究。<i>(FAQ, v2.0)</i>
<rea>：你在技能檢定中結算至少1個<cur>標記後：在神秘魔法書上放置同等數量的秘密。
<rea>在你將要抽取遭遇牌堆頂部的卡牌時，花費5秘密：改為從你的牌堆抽取一張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07192.png,1.25,0,90,Alexandr Elichev,TheInnsmouthConspiracy,192
崔斯丹‧波特雷 (2) [Rogue][asset],1,崔斯丹‧波特雷,收錢辦事,Rogue,None,None,5,2,Ally,None,3,2,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",盟友. 罪犯. 詛咒縈繞.,"<rea>在你的回合開始後：選擇兩項技能。這些技能你每項得到+1，直到你的下回合開始。
<rea>在任何抽出總計至少3個<cur>或<ble>標記的技能檢定結束後：從你手牌免費打出崔斯丹‧波特雷。","
""萬事不同了，維托。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07194.png,1.25,0,90,David Hovey,TheInnsmouthConspiracy,194
萬古詛咒 (3) [Mystic][asset],,萬古詛咒,,Mystic,None,None,2,3,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",儀式. 詛咒縈繞.,<rea>在你所在地點的單次檢定檢定中抽出第二個<cur>標記時，消耗萬古詛咒：取消該標記，並改為將其視為如同<sku>標記。在檢定結束後，你可以選擇將這兩個標記都從混亂袋移除。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07195.png,1.25,0,90,Trudi Castle,TheInnsmouthConspiracy,195
警哨 [Guardian][asset],,警哨,,Guardian,None,None,2,0,Accessory,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 工具.,在你的回合中你可以進行一次額外的行動，該行動只能用於<b>交戰</b>。,"
""你要是再吹一下，我就讓你把它吃下去。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07108.png,1.25,0,90,Robert Laskey,TheInnsmouthConspiracy,108
莊嚴聖約 (2) [Guardian][asset],,莊嚴聖約,,Guardian,None,None,-,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",聖約. 祝福.,"永久。每副牌組限制1張<b><i>聖約</i></b>。
<rea>在任意地點的調查員執行技能檢定的""抽出混亂標記""步驟(步驟3)後，消耗莊嚴聖約: 將這次檢定中抽出的任意數量的<ble>標記返回混亂袋，這次檢定忽略其修正值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07110.png,1.25,0,90,Tiziano Baracchi,TheInnsmouthConspiracy,110
驚悚賢人 [Seeker][asset],,驚悚賢人,,Seeker,None,None,4,0,Ally,None,1,3,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",盟友. 米斯卡塔尼克.,"使用(3秘密)。
<fre>：消耗驚悚賢人：將你控制的支援卡上的1個秘密或充能移動到你所在地點調查員控制的另一張支援卡上。","
一旦你放非自己的假想，一切皆有可能。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07111.png,1.25,0,90,Alexandre Dainche,TheInnsmouthConspiracy,111
褻瀆聖約 (2) [Seeker][asset],,褻瀆聖約,,Seeker,None,None,-,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",聖約. 詛咒縈繞.,"永久。每副牌組限制1張<b><i>聖約</i></b>。
<rea>你所在地點的調查員在技能檢定中抽出一個<cur>標記時，消耗褻瀆聖約：將將該標記的修正值改為視為+1。在這次檢定結束後，將該標記返回混亂袋。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07113.png,1.25,0,90,Tiziano Baracchi,TheInnsmouthConspiracy,113
虛假聖約 (2) [Rogue][asset],,虛假聖約,,Rogue,None,None,-,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",聖約. 詛咒縈繞.,"永久。每副牌組限制1張<b><i>聖約</i></b>。
<rea>你所在地點的調查員在技能檢定中抽出一個<cur>標記時，消耗虛假聖約：取消該混亂標記，將其返回供應堆，並抽出另一個標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07116.png,1.25,0,90,Tiziano Baracchi,TheInnsmouthConspiracy,116
哈米吉多頓 [Mystic][asset],,哈米吉多頓,,Mystic,None,None,4,0,1 Arcane,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 詛咒縈繞.,"使用(3充能)。
<act>花費1充能：<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>，並造成+1傷害。如果這次攻擊中抽出<cur>標記，你可以對你所在地點的一名敵人造成1點傷害，或在哈米吉多頓上放置1充能。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07117.png,1.25,0,90,Imad Awan,TheInnsmouthConspiracy,117
混亂之眼 [Mystic][asset],,混亂之眼,,Mystic,None,None,5,0,1 Arcane,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 詛咒縈繞.,"使用(3充能)。
<act> 花費1充能：<b>調查</b>。不使用<int>，改為使用<wil>調查。如果你成功，發現此地點的額外1個線索。如果這次調查中抽出<cur>標記，你可以發現連接地點的1個線索，或在混亂之眼上放置1充能。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07118.png,1.25,0,90,Alexandre Honoré,TheInnsmouthConspiracy,118
暗影遁形 [Mystic][asset],,暗影遁形,,Mystic,None,None,3,0,1 Arcane,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 詛咒縈繞.,"使用(3充能)。
<act>花費1充能：<b>躲避</b>。這次躲避不使用<agi>，改為使用<wil>。如果你成功，且躲避的敵人非<b><i>精英</i></b>，你可以移動該敵人到連接地點。如果這次躲避嘗試期間抽出<cur>標記，你可以移動到連接地點，或在暗影遁形上放置1充能。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07119.png,1.25,0,90,Patrick McEvoy,TheInnsmouthConspiracy,119
矛盾聖約 (2) [Mystic][asset],,矛盾聖約,,Mystic,None,None,-,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",聖約. 祝福. 詛咒縈繞.,"永久。每副牌組限制1張<b><i>聖約</i></b>。
<rea>你所在地點的調查員在執行技能檢定的""抽出混亂標記""步驟(步驟3)後，如果該檢定中同時抽出<ble>標記和<cur>標記，消耗矛盾聖約：這次檢定自動成功。<i>(在這次檢定結束後，移除所有從混亂袋抽出的<ble>和<cur>標記。)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07120.png,1.25,0,90,Tiziano Baracchi,TheInnsmouthConspiracy,120
水手的羅盤 [Survivor][asset],,水手的羅盤,,Survivor,None,None,3,0,1 Hand,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 工具.,"<act>消耗水手的羅盤：<b>調查</b>。如果你成功且你的資源池裡沒有資源，發現你所在地點的額外1個線索。
<fre>在使用水手的羅盤調查中，花費1資源：這次技能檢定你+1<int>。(每次調查限制3次。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07121.png,1.25,0,90,Romana Kendelic,TheInnsmouthConspiracy,121
古代聖約 (2) [Survivor][asset],,古代聖約,,Survivor,None,None,-,2,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",聖約. 祝福.,"永久。每副牌組限制1張<b><i>聖約</i></b>。
<rea>在你所在地點的調查員的技能檢定期間結算一個<ble>標記時，消耗古代聖約：不要為此<ble>標記的效果抽出另一個標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07122.png,1.25,0,90,Tiziano Baracchi,TheInnsmouthConspiracy,122
聖矛 (5) [Guardian][asset],,聖矛,,Guardian,None,None,4,5,2 Hands,None,None,None,Combat,Combat,Willpower,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 武器. 近戰. 祝福.,"<act>：<b>攻擊</b>。這次攻擊你+2<com>並造成+1傷害。在你發動此能力時，你可以釋放一個封印在聖矛上的<ble>標記。
<act>在混亂袋中查找2個<ble>標記，並將其封印在聖矛上：<b>攻擊</b>。這次攻擊你+4<com>並造成+2傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07302.png,1.25,0,90,Régis Moulun,TheInnsmouthConspiracy,302
先祖知識 (3) [Seeker][asset],,先祖知識,,Seeker,None,None,-,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",才能.,"永久。卓越。
你的牌組必須包含至少10張技能卡。你的牌組卡牌張數加5。
<rea>在抽取你的起始手牌前：從你牌堆將隨機5張非弱點技能卡正面朝下疊加到此卡牌。
<fre> 消耗先祖知識:抽取1張疊加的技能卡。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07303.png,1.25,0,90,Alexander Chelyshev,TheInnsmouthConspiracy,303
阿里阿德涅之線 (3) [Seeker][asset],,阿里阿德涅之線,,Seeker,None,None,0,3,1 Arcane,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",儀式.,"使用(0秘密)。
阿里阿德涅之線上的秘密能被花費，如同其在你所在地點調查員控制的任何支援卡上。
<fre>消耗阿里阿德涅之線：將1秘密從你控制的支援卡移動到你的資源池，作為資源；或從你的資源池將1資源移動到你控制的支援卡，作為秘密。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07304.png,1.25,0,90,Tom Garden,TheInnsmouthConspiracy,304
點25自動手槍 (2) [Rogue][asset],,.25自動手槍,,Rogue,None,None,4,2,1 Hand,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 武器. 槍械. 違法.,"快速。使用(4子彈)。
<act>花費1子彈：<b>攻擊</b>。如果攻擊的敵人已消耗，這次攻擊你+2<com>並造成+1傷害。
<rea>在你躲避你所在地點的敵人後：執行上述<b>攻擊</b>能力，無須花費一個行動。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07305.png,1.25,0,90,Mauro Dal Bo,TheInnsmouthConspiracy,305
幸運骰子 (3) [Rogue][asset],,幸運骰子,還是……？,Rogue,None,None,2,3,Accessory,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 遺物.,"卓越。
<rea>在你抽出一個非<cur>、非<ten>的混亂標記時，加入1個<cur>標記到混亂袋：忽略剛剛抽出的混亂標記並抽出另一個結算。如果該標記有<cur>或<ten>符號，將幸運骰子返回你的手牌(不能被忽略/取消)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07307.png,1.25,0,90,Julepe,TheInnsmouthConspiracy,307
雅各布‧莫里森 (3) [Survivor][asset],1,雅各布‧莫里森,海岸警衛隊隊長,Survivor,None,None,3,3,Ally,None,2,2,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",盟友. 祝福.,"雅各布‧莫里森在補給階段中不準備。
<rea>在你技能檢定將要失敗時，消耗雅各布‧莫里森：該檢定你+2技能值。
<rea>你在你執行的技能檢定中從混亂袋抽出<ble>標記後：準備雅各布‧莫里森。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07309.png,1.25,0,90,Tony Foti,TheInnsmouthConspiracy,309
聖玫瑰珠 (2) [Guardian][asset],,聖玫瑰珠,,Guardian,None,None,2,2,Accessory,None,-,2,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 守護. 祝福.,"你獲得+1<wil>。
<rea>你在詭計卡上的<wil>檢定成功後，消耗聖玫瑰珠：加入2個<ble>標記到混亂袋。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07220.png,1.25,0,90,Sara Biddle,TheInnsmouthConspiracy,220
信仰之盾 (2) [Guardian][asset],,信仰之盾,,Guardian,None,None,2,2,1 Arcane,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",法術. 祝福.,"封印(最多5<ble>)。如果信仰之盾上沒有封印的標記，將其丟棄。
<rea>在一名敵人攻擊你所在地點的一位調查員時，消耗信仰之盾並釋放一個封印在此的混亂標記：取消該次攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07221.png,1.25,0,90,Sebastian Luca,TheInnsmouthConspiracy,221
隱形指引 (3) [Seeker][asset],,隱形指引,,Seeker,None,None,2,3,1 Arcane,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",儀式.,"使用(4秘密)。
<fre>在你所在地點的技能檢定中：執行檢定的調查員可以在其牌堆頂部3張卡牌中查找一張能投入到這次檢定的卡牌。你可以花費1秘密來投入該卡牌。混洗執行檢定的調查員的牌堆。(每次檢定限制1次。)<i>(FAQ, v1.9)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07223.png,1.25,0,90,Alexandre Honoré,TheInnsmouthConspiracy,223
幸運分幣 (2) [Rogue][asset],1,"""幸運""分幣",厄運徵兆,Rogue,None,None,2,2,Accessory,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",道具. 守護. 詛咒縈繞.,"卓越。
<b>強制</b> - 你在你執行的技能檢定中抽出一個<ble>或<cur>標記時：擲一枚硬幣。正面的話，將該標記視為<ble>標記。反面的話，將該標記視為<cur>標記。如果你因此效果的結果將<ble>標記視為<cur>標記，抽取1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07224.png,1.25,0,90,Sarah Lindstrom,TheInnsmouthConspiracy,224
